,product_name,review_title,review_body,review_rating,review_date,user_username,user_profile_url,verified_purchase
772,Xbox Series S,Xbox,My son loves this game,5.0 out of 5 stars,"October 15, 2022",tamieka skinner,https://www.amazon.com/gp/profile/amzn1.account.AGDN3SAQMYUHAFLO3A6AILYKUZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
773,Xbox Series S,Best console ever,Period,5.0 out of 5 stars,"October 21, 2022",Brandon Gould,https://www.amazon.com/gp/profile/amzn1.account.AHZSDLNRBO4VRLFY5V53QNMG4P6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
774,Xbox Series S,"Loved it, came in original box and plays great",I absolutely am so glad i bought the series s. I really do love it.,5.0 out of 5 stars,"October 7, 2022",Mike S,https://www.amazon.com/gp/profile/amzn1.account.AGZXKVYTRIC4JBSX5WDG7QSWXW4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
775,Xbox Series S,Great product but buy external HD also,This is great just make sure to buy external hard drive also for more memory storage not that stupid little chip they sale get more storage same price for one a size and weight of your phone you plug into it,5.0 out of 5 stars,"September 22, 2022",MICHAEL SHAFER,https://www.amazon.com/gp/profile/amzn1.account.AGH635RQEZ7OZEW6JA2IJWSN4L6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
776,Xbox Series S,An upgrade from the XBox One,"Overall happy, a definite upgrade from my release gen XBox One. Runs games good, although I've had a lot of crashing on backwards compatible downloaded games. If I could do it again, I'd save up for the Series X. Still, a good console. Just not blown away or anything.",4.0 out of 5 stars,"September 29, 2022",Ian,https://www.amazon.com/gp/profile/amzn1.account.AGXUJJGSRL5VAOOZYKJQ4AD3KVZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
777,Xbox Series S,Xbox Series S,"Thank you to Amazzing Things for this wonderful product! I’ve had a great experience. The communication could improve overall but, they responded in a timely manner doing the best they could handling situations and were respectful and patient. Grab you some ‘Amazzing Things,’ and enjoy!",4.0 out of 5 stars,"September 25, 2022",Zay,https://www.amazon.com/gp/profile/amzn1.account.AE7W7RQA425JQ3NSFVDIWB7GKY5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
778,Xbox Series S,Excellent for the price.,"I've had an Xbox One for years, and it was time for an upgrade.  While the Xbox Series X, and PS5 are impossible to find (or being sold by bottom feeding scalpers), I figured I'd try out the series S.  It's worked great, and the picture quality is awesome.  The only issue I see with this console, is the weak storage space.  Not sure why Microsoft thought in it's infinite wisdom to only include 500GB (364GB) storage, but they screwed that up.  I'm guessing they prioritized profit over functionality, but you can buy a separate storage drive if needed (still pricey).  Overall a good system, minus the storage space.",4.0 out of 5 stars,"August 11, 2022",Jeff Rowland,https://www.amazon.com/gp/profile/amzn1.account.AG7OH5DJRGQEGXH5OJ7ZCN6Z5USQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
779,Xbox Series S,A Great Gaming Machine!,Love every minute with the new xbox.,5.0 out of 5 stars,"October 9, 2022",Ethan Travis,https://www.amazon.com/gp/profile/amzn1.account.AEOVH2OWY5GRGQF2UITFFTP4IEEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
780,Xbox Series S,La mejor consola calidad precio que puedas comprar,"Nunca tuve una compañía favoritas en consolas,  es pasado por todas las generaciones de Playstation, xbox. Y nintendo pero nunca había tenido la experiencia de poder jugar cualquier juego que se me plazca y la experiencia ha sido la mejor. No tengo ninguna queja de la experiencia que te puede brindar la consola y de hecho es la mitad de un ps4 prácticamente.Gracias a su tamaño me la he podido llevar para todos los lugares que he viajado, incluso un día me porque pensé que no estaba en la mochila, pero como es demasiado pequeña no la note al principio.El control es una pasada de cómodo, he venido del ps4 y la diferencia es buena, me gusta muchísimo como se siente. La calidad de materiales todo está demasiado bien y me sorprende el precio que la venden y el stock qué hay.Si no tienes y tampoco deseas comprar una tv4k en el futuro, definitivamente esta es tu consola, la calidad de juegos se ven demasiado bien teniendo una tv 1080p. Si tienes una tv4k te recomiendo que te vayas por la Xbox series x para exprimir de verdad el rendimiento que tiene. Pero si no posees una tv de ese calibre, para qué gastar tanto si puedes obtener algo bueno con lo que tienes?Muchos de la comunidad sana, hablan mal por qué el control no tiene pilas, pero es porque no saben que existe algo que se llama baterías recargables de 2600. Son una gozada y me dura más de 4 o 5 días. A veces hasta una semana cuando juego una hora por día.Tiene un almacenamiento de 500gb, en parte es muy poco pero puedes comprarte un ssd o hdd económico de 60 dólares y tienes 2tb! Ahora mismo tengo más de 20 juegos y si acaso tengo el 47% de espacio.Yo vendí mi ps4 y nintendo swicht porque no la utilizaba, prácticamente solo tuve que pagar el envío y el gamepass para jugar a esta consola porque el precio es muy bueno.No me arrepiento de cambiarme  a xbox nuevamente.",5.0 out of 5 stars,"February 23, 2022",VíctorTejada0718,https://www.amazon.com/gp/profile/amzn1.account.AEHHCK733AIRD57ID5PHY63JFVKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
781,Xbox Series S,It’s Runs smooth and it’s a great console,"Brand new, and it works! And also good shipping.",5.0 out of 5 stars,"October 5, 2022",Matthew Spurlock,https://www.amazon.com/gp/profile/amzn1.account.AHA75K6PKYSI4TDRJMZ4D6XBDJFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
782,Xbox Series S,Perfect soze,The husband loves his birthday gift.,5.0 out of 5 stars,"October 6, 2022",Joyce,https://www.amazon.com/gp/profile/amzn1.account.AFRYNKZQ5D2BCSR2MOJN666RVW5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
783,Xbox Series S,No Disc no DVD Slot Xbox BUT That’s No scratched up Discs!,"This was bought night for myself, but for my fiancé and his son to play with over the summer. So far so good has excellent graphics card design to it, I like the fact that the fan is on the top or side depending on how you place it as opposed to the Xbox 360 which had a lot of fan issues for overheating. No overheating issues. However I do wanna make it clear that this option Xbox S Series IS an Xbox One BUT does NOT have a slot for game discs and you cannot play DVDs or Blu-ray is on it. So if you’re looking to buy a line for your children to share their disc games on this is not the option for you. However if you’re looking for one that the kids can’t scratch the games up on this is definitely the option for you as it is all download it to the Xbox or you can keep it in the cloud to play.",5.0 out of 5 stars,"July 22, 2022",Chris Mitchell,https://www.amazon.com/gp/profile/amzn1.account.AGJYYZHJCJOYNGCFUCKFXZUSMVUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
784,Xbox Series S,Great Xbox for those with 1080p and GamePass Ultimate,"The Series X is the better value, but the Series S is the cheaper of the two, especially with the various sales and used options floating around.  It’s small, silent, stylish, and good enough for anyone with a 1080p TV who wants to experience current Gen Xbox games. Would def recommend it as an upgrade to anyone on an Xbox One or Xbox 360. Games load very fast. Graphics are slightly better than those on the Xbox One.The only downside is that it has 375GB of available space. With some AAA games coming in at 120GB+ you may find your self juggling SSD space for keep more than a handful of games installed. You can use an external drive to run Xbox One and Xbox 360 games, but not Xbox Series S | X games. An official Xbox storage card can support S | X but it costs so much your probably better off getting a Series X at the start.",5.0 out of 5 stars,"August 1, 2022",freethinker,https://www.amazon.com/gp/profile/amzn1.account.AFLE2N7OWM55DQBORKWVB76R6K3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
785,Xbox Series S,Must have!,"This thing is definitely worth the money! Load up speed is great, doesn’t get hot fast and looks great on 4k tvs and high resolution monitors. Just be aware of the space! Get an external! As you should anyways, but it is really useful for this system because of it being all digital!",5.0 out of 5 stars,"September 8, 2022",JvzzyC,https://www.amazon.com/gp/profile/amzn1.account.AEDKM2TJUNWT6QPSZJGVFWEJMZ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
786,Xbox Series S,Amazing little box,This console is awesome,5.0 out of 5 stars,"October 4, 2022",Roderick,https://www.amazon.com/gp/profile/amzn1.account.AEI2EJOIT5Z6WLH4PDGQPEG6R6NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
787,Xbox Series S,Great buy,It's what I expected...,5.0 out of 5 stars,"October 5, 2022",Luis antonio,https://www.amazon.com/gp/profile/amzn1.account.AH6TVI64GFYTD3X6HPQN5DZPR5VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
788,Xbox Series S,10/10 lots of fun,"I bought this Xbox to give to my friend as a birthday present, and honestly?? It's been a lot of fun. They absolutely love it, and it's a nice small addition to their room, and both of our free times. Good things come in little packages, seriously!! It doesn't have a disc reader or anything, so it's all digital. Though, I don't really mind, and if I did have games on discs or anything I wouldn't have gotten this specific series, because obviously it doesn't have a disc reader. I don't have a single complaint yet!! :)",5.0 out of 5 stars,"August 17, 2022",Alec :),https://www.amazon.com/gp/profile/amzn1.account.AEPHE534CREHRNOWDFTPVZKBK6XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
789,Xbox Series S,Great console,"If you don't need a disc drive this is a solid choice. The series X does have higher GPU and 4k capability, but for half the price this still feels like a next gen console. Frame rate is much smoother and load times are faster compared to my old Xbox One S. Graphics and details look sharper, especially when paired with a quality TV and wired connection. The capabilities it has are just right for what I need. Overall, it's a good alternative to the Series X in my opinion.",5.0 out of 5 stars,"August 16, 2022",Sarah K,https://www.amazon.com/gp/profile/amzn1.account.AGQVMETPENM5E3N5B7ZZDXRHNIYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
790,Xbox Series S,Controller damaged slightly,The female aux is loose. Nothing else to say it came as fast and they said and was delivered with care. The controller just seemed to have a manufacturing issue. Im switching to a scuff so i was unbothered. But you may wanna snatch the warrenty just to be safe,4.0 out of 5 stars,"September 7, 2022",Keith,https://www.amazon.com/gp/profile/amzn1.account.AEENJA4OIINJAGEF74VVJJWTYKNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
791,Xbox Series S,This is a great console for the price.,I was really blown away how great the Xbox Series S console really is for the price.  I wasn't sure if i was going to get this console because l had a Xbox One already but l finally decided to make the upgrade.I traded in my Xbox One console and bought a Xbox Series S from Amazon.  It was well packaged when it arrived and it wassn't hard to setup at all.  I was used to the color black on my Xbox One so it took me a while to get used to the color white on the Xbox Series S.The first thing l noticed is how quiet the Xbox Series S is.  It is not only very quiet but it is also faster than the Xbox One.  My games load a lot faster now and l am able to switch games on the fly.The games are a lot more beautiful to look at on the Xbox Series S than on the Xbox One.I almost got a Xbox Series X but after watching numerous Youtube videos l decided to go with the Xbox Series S mainly because of price.  I am very glad that l did and l have no regrets at all with my purchase.  I feel like l got a very good cosole for the price and what l get in return.,5.0 out of 5 stars,"May 11, 2022",S. Torres,https://www.amazon.com/gp/profile/amzn1.account.AGQ5CUFTP3VYMCA3ZOYA5WJ2GFMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
792,Xbox Series S,Storage space is very small,"Everything else is fine, but there really isn’t space for big games.",4.0 out of 5 stars,"September 27, 2022",Jackson Dana,https://www.amazon.com/gp/profile/amzn1.account.AEL6X56PQALDJWTU4A4GLSQMFE7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
793,Xbox Series S,Package this better..,"Just to be clear, the xbox series s is an amazing console. In my opinion the best of this generation, maybe the best ever made even compared to the series x. I love it, and it works fine but 4 stars not 5 is because they did a really pathetic job packaging my shipment. I had to import this as the country I live in is out of stock, always, so it had a long way to travel. They threw it in a box with a ton of extra space and NO padding of any kind. When it got to me the box looked 20+ years old from being banged up so bad. It looked like what you'd expect original hardware retro console boxes to look like, like if you bought a sega genesis used. I like to keep my console boxes and display them and this was very disappointing. But more importantly, we are VERY lucky my series S was not damaged. It easily could have been. Please invest a few cents in some foam for your outer box when you ship expensive hardware like this.",4.0 out of 5 stars,"June 17, 2022",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AED5RRYIDD37PU3ZWVFE46NELPJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
794,Xbox Series S,"High quality, low budget. No complaints!!","First time buying a console on Amazon was skeptical but it arrived intact, on time and I love it. To be real was still playing on my old xb1 from 2013-14 till it gave out a few weeks ago so instead of fixing it we decided 300 was a steal for this console and honestly so far it’s held up to all night long sessions of insurgency and enlisted looks awesome too on a $300 42 inch TCL “4k”. Not true 4k gaming but as someone who’s career depends on my eyesight I assure you 1080p is no different then 4k unless you’re running on a monitor. Series s ($300) + 42” TCL Roku tv ($278) + the cooling towers that come with rechargeable controller batteries ($40-$60)make a solid $650 investment on a nice gaming set up. $650 is the same price as a series X these day just some food for thought. Also if you can choose get atleast the medium level spectrum plan. At a solid 80-150 mps DL rate I’ve never even had a problem especially playing Xbox on my phone while my old lady watches Netflix on the same tv. Which is another feature I honestly dreamed about as a kid growing up In the 360 days! If you can and your a normal person looking to get a budget high quality gaming experience I’d jump on this!!",5.0 out of 5 stars,"May 6, 2022",Tyler Hudson,https://www.amazon.com/gp/profile/amzn1.account.AGVQ6UMO4L43MSDZJF3VH2FTVVQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
795,Xbox Series S,No complaints at all.,Looks and works perfectly.  Best affordable new gen game console ever :),5.0 out of 5 stars,"September 23, 2022",Mahdi,https://www.amazon.com/gp/profile/amzn1.account.AE5IQRINAMCZ3MR7G3FPV3B6GRSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
796,Xbox Series S,Works great!,"Came in perfect condition, I love it.",5.0 out of 5 stars,"September 25, 2022",Dolores D. Craft,https://www.amazon.com/gp/profile/amzn1.account.AHJ4TEYMJYD4UHG2PN3OH5OROS7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
797,Xbox Series S,Almost perfect,"If you're coming from an old gen console like the PS4 or Xbox One, this is a wonderful upgrade.  The loading times are lightning fast while the console itself is small.  Once I get a monitor that supports 120 fps, this console will be even better.The only reason I gave four stars is because of the controller.  My controller's A button does not work properly.  I play claw so sometimes my finger presses the button a little bit diagonally, which is not supposed to be a problem.  But on this controller, if I don't press the button down perfectly centered, it will not work.This is a great console, just make sure your controller is not faulty.",4.0 out of 5 stars,"July 21, 2022",PBA Tax,https://www.amazon.com/gp/profile/amzn1.account.AHBJ62IPLIRFWCRLAJQS62MADB6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
798,Xbox Series S,great bang for buck,i bought the xbox series s before release and gave it to my brother. So i bought another one off of amazon for $300 including tax. great for gaming. The only problem is some games crash on it and have intense frame drops especially in games like Dead by Daylight.,4.0 out of 5 stars,"August 27, 2022",Kelly Christine Tolson,https://www.amazon.com/gp/profile/amzn1.account.AE3HCOWYUVOQHCOHG4EA4KTHLJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
799,Xbox Series S,Fast shipping,Well a next gen console at a really good price,5.0 out of 5 stars,"September 19, 2022",Juan Francisco Jácome,https://www.amazon.com/gp/profile/amzn1.account.AFP4UUXVTMQVVGTJO3W33XJGCQ3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
800,Xbox Series S,i mean you already know,it’s amazing,5.0 out of 5 stars,"September 29, 2022",Colin allan,https://www.amazon.com/gp/profile/amzn1.account.AHFUBF3ALJTPWIWKEQKWC2THXM3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
801,Xbox Series S,My Son is happy. So I am happy😊,He loves it!,5.0 out of 5 stars,"September 24, 2022",Onie Flinch-Barrett,https://www.amazon.com/gp/profile/amzn1.account.AFCG2D2W5BGWJM4AGDNSKWAKP6JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
802,Xbox Series S,Great Product,Super fast shipping. Great product,5.0 out of 5 stars,"September 23, 2022",Josh D Morse,https://www.amazon.com/gp/profile/amzn1.account.AEU3HF3V3AQBUMMWELA2AOGY5YQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
803,Xbox Series S,Great product,The way the controller feels.,5.0 out of 5 stars,"September 23, 2022",Robert,https://www.amazon.com/gp/profile/amzn1.account.AFEN4T44WWG7QAZ3VV5RLFELFRHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
804,Xbox Series S,"Great as a 2nd unit, not bad at all compared to the X","Wanted a 2nd Xbox for my bedroom and decided to go for the cheaper option, using only for Game Pass.  Love the small form factor and really pretty great performance.  Bedroom TV, while 4k, is only 60hz, so I'm not sure an X would look that much better anyway.  Purchased as Used-Acceptable from Warehouse Deals, and I continue to be impressed at the quality of the items I get from WD.  Looked almost new, and is actually under warranty thru May 2023 per Microsoft.",5.0 out of 5 stars,"August 9, 2022",Gman,https://www.amazon.com/gp/profile/amzn1.account.AEFPJQWXPAHS47WYY4EILSFRIFFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
805,Xbox Series S,Perfect,Ran smoothly and looked great.,4.0 out of 5 stars,"September 18, 2022",Zachary K.,https://www.amazon.com/gp/profile/amzn1.account.AGRWCRABAHUSW46AAUUBNQOFLLPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
806,Xbox Series S,It's a good Xbox overall.,"I love it! The only thing i dont like, is that it only comes with 512 gb of storage. And it uses around 200 out of the box for the preloaded apps and the os. So unless you have a hard drive, don't plan on installing many big games like, cod or gta 5. other then that it's a huge upgrade from my Xbox One.",4.0 out of 5 stars,"August 8, 2022",Auzzie,https://www.amazon.com/gp/profile/amzn1.account.AHCZ4KGKF24WM5Z6WNVLZ6M6LHCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
807,Xbox Series S,Fast!!!!,Everything is fast the download the upload loading screeens,5.0 out of 5 stars,"September 15, 2022",michael,https://www.amazon.com/gp/profile/amzn1.account.AHB5QA7SRBTV5DCSK5OGY2UEBFZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
808,Xbox Series S,La mejor consola calidad precio,Todo en perfecto estado,5.0 out of 5 stars,"September 21, 2022",Tamara del Pilar Cardozo Ramírez,https://www.amazon.com/gp/profile/amzn1.account.AGYX2OXW2SATGL52OVKT73VRUR5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
809,Xbox Series S,Don’t underestimate this system and the value of gamepass,"I ordered the series after trying all I could to get an X. I had mixed feelings when I placed my order. It arrived and that mixed feelings turned into “you should have done this sooner you d^mbass”. I don’t have an X, but I don’t think I am missing anything. To me the graphics is fine, performance is excellent. The only thing I may be missing is 120hz and guess what I don’t own a 120hz tv anywaysGamepass is where the goodies are at. As a father with wife, kids, work , social life… game pass offers more than enough content to satisfy my limited play time. I managed to sign up for 3yrs at 1$ per month.The only upgrade I have is a cheap 2T seagate external drive. Moving series s optimized games takes just some few minutes. I cannot justify the cost of the super fast custom ssd at this time. Doesn’t make sense to me.If you are sitting on the fence like i was, go for it. You won’t regret!",5.0 out of 5 stars,"June 16, 2022",allyghee,https://www.amazon.com/gp/profile/amzn1.account.AH3YUGFVELCSHVCFS6WAMA3YLW4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
810,Xbox Series S,It's great,"It works as expected. Only complaint is the feature that when you start it up after previously playing a game, you have to quit the game and reboot it to get the game to properly start up.",5.0 out of 5 stars,"August 27, 2022",Chris,https://www.amazon.com/gp/profile/amzn1.account.AERXT4BLXBJZHFZP3BIWWBC7GVPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
811,Xbox Series S,It's great for everyday gaming,This is a great Xbox for you to play everything at solid fpsI'll tell you the benchmarksApex Legend 57-60 fpsFortnite  100-120 fps (in competitive)Battlefield V 60 fpsMinecraft 60 fpsElden ring 45 fps ( max graphics )GTA V 60 fps,5.0 out of 5 stars,"August 24, 2022",Ulises Abellas,https://www.amazon.com/gp/profile/amzn1.account.AE47HD6EAYSUG2UZCQJNGDUVR3KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
812,Xbox Series S,Amazing,This product is perfect,5.0 out of 5 stars,"September 18, 2022",Dillon,https://www.amazon.com/gp/profile/amzn1.account.AGIOXURDN5BUAQQLO527FJC25DTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
813,Xbox Series S,I love it!!!,"I've been always a PlayStation/PC user, and with a PC I always thought that having an Xbox is kinda useless since most of games are on both platforms. I promised myself that I would buy this Xbox Series S as soon as I see it on stock again, the reason? Xbox Gamepass, I know it's on PC too, but I consider Xbox Gamepass on an Xbox is something ever bigger, you'll feel like a kid on a candy shop, so many games to pick, probably limited by storage but it's all about how you manage it, the best part is that Gamepass can be used on PC and Xbox, the same subscription, that's something great if you're a PC user too, you'll be able to run games at a better frame rate on your PC but also enjoy Gamepass games that went only to console. I consider this console as a great deal, even if you're a PC user you won't regret, I really hope Xbox continues offering such a great service and adding more games to the service, if you take a look to what's coming on Xbox on the next years, especially for Gamepass, you'll realize that even if you're a PC user this is a great purchase and if you don't own a PC and don't mind playing at 1080p/1440p once you subscribe to Xbox Gamepass you won't regret your purchase.",5.0 out of 5 stars,"April 1, 2022",Cristhian A.,https://www.amazon.com/gp/profile/amzn1.account.AFJ7RE4UBMTJYXI6U767HISNALQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
814,Xbox Series S,Great!!!!,Great..arrived  in good timing.Plays well. Got the extra warranty.. Good streaming.,5.0 out of 5 stars,"September 10, 2022",splajjfamily,https://www.amazon.com/gp/profile/amzn1.account.AFEO7A3CTBLOVY3TJFJ4WKFB4FKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
815,Xbox Series S,It's a nice console - Small HD.,"After waiting so long for a Series X, I finally just ordered a Series S.  I like the console, it's not overly large, and is quiet.  My only real complaint is the HD size.  500GB doesn't go very far anymore.",4.0 out of 5 stars,"August 17, 2022",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AF6BHG5XQWDWO3AWEBCVK76H5SFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
816,Xbox Series S,Awesome,This Xbox was a major step up. I had the original Xbox one and it was unreal to go from that to the speed of the new series s. The quick resume is one of the coolest and hardest things to get used too. I’ve had my console for 3 weeks now and absolutely love it,5.0 out of 5 stars,"August 13, 2022",Charles Allen,https://www.amazon.com/gp/profile/amzn1.account.AHLJ75QKOKWUWIQGXGYPAFDEHAEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
817,Xbox Series S,Super fast,Thank you very fast load uo,5.0 out of 5 stars,"September 14, 2022",Kyle,https://www.amazon.com/gp/profile/amzn1.account.AGEYSFVUUJL63U67EMZAN3E26GGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
818,Xbox Series S,Solid console,Powerful with fast load times,5.0 out of 5 stars,"September 13, 2022",Josh curry,https://www.amazon.com/gp/profile/amzn1.account.AGEY7LKBJ3MRKLESC3GDQ35T66CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
819,Xbox Series S,Xbox series s is a great console for the price!,Im really amazed how fast and powerful this small console is and I bought this specially to play next gen games for now becuase of the ps5 shortage and how hard is to find one becuase of the expensive prices but for now I’m happy with this small beast console the only thing I hate about is the xbox controller is too big for my hand and heavy and also hard to reach the right joystick specially if you play fps games like Warzone and i feel like i got a faulty Xbox controller I don’t if it’s normal I feel the RT button vibration is making a noise like metallic sound I don’t know if that faulty or normal that’s the only downside the of Xbox but this is a great console just wish the controller was much easier to hold!The reason I gave 2 stars is because of the controller have vibration problems!,4.0 out of 5 stars,"June 3, 2022",Jhonny,https://www.amazon.com/gp/profile/amzn1.account.AHKT3QFOCXUK6AY6T5TP3XWSC6JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
820,Xbox Series S,Perfect for what it's meant for,"I'm a PC gamer, I own a jet powered pc at home, but since I can't lug a 50lb system internationally for work, I decided to give the series S a try to hold me over.I am enjoying this a lot more than I thought I would, the small size of the console is one of the most appealing aspects for me, aesthetically and it will barely take up room in my luggage.I have the series S hooked up to a 24"" 1080p gaming monitor, and this console is more than enough for that resolution, and couldn't justify spending the money on a series x for it, even if I could find one in stock. Games like mass effect legendary edition and halo infinite look surprisingly good for an entry level machine.I'm very much enjoying playing all of my games on this until I get home to my pc. The Xbox series S is a great value and worth buying.",5.0 out of 5 stars,"May 31, 2022",James Lowe,https://www.amazon.com/gp/profile/amzn1.account.AGC7DCYY2PKUR5JFUOJPDEYRYCHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
821,Xbox Series S,4 Stars because...,"I got this Series S to replace my old bit still working XBox One. I love playing games on this XBox but it overheats quickly. I had to find a small wired shelf to put it on so it ventilated on all sides. When it starts making sounds I know it's getting hot. I even point a little fan at it sometimes to cool it down. I wish Microsoft would make a efficient ventilation stand for this, I would definitely buy that. But overall my games look great and run nicely. Good gaming console.",4.0 out of 5 stars,"July 9, 2022",Xiomariz,https://www.amazon.com/gp/profile/amzn1.account.AHN67FFRZ25CHJCWNEVWG5V42C7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
822,Xbox Series S,Just what I ordered.,"The product is in perfect condition, came before time has one console and a remote.. my son is really enjoying it.",5.0 out of 5 stars,"August 30, 2022",Dee Jarquin,https://www.amazon.com/gp/profile/amzn1.account.AGHPKC37PXTFGIQRPE2HY2AYZFOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
823,Xbox Series S,"I like it, however....","I should have waited until more games I was interested in came out. I bought this console because finding a PS5 for sale sold for it's original price at best was a living nightmare. I wanted to get back to my roots and return back to playstation, but sadly this pandemic and people buying multiple consoles to sell them for over a thousand dollars made me consider the new gen Xbox. The Xbox Series X was always sold out leaving me with a surprisingly affordable Xbox Series S. After 2 full months of playing on this console the quality is actually very good. The time it takes for me to reach the login screen was less than 5 seconds and it takes less than 15 seconds to get back into my game. The main problem, unfortunately is not the console, but the games. I find myself uninterested in a lot of the newer games and the ones I was interested in have very poor reviews.In conclusion, a lot of the games I want can also be played on my Xbox one. Because of that I feel that I had acted to quickly in buying this console. My Xbox one have more memory space than this and I could continue playing games that have to be inserted in (disk). I eventually unplugged my Xbox Series S to continue using the Xbox One until something great comes out. I am keeping my fingers crossed that the upcoming games or games that either just came out like Elden Ring don't disappoint in reviews.",4.0 out of 5 stars,"February 25, 2022",Jay H.,https://www.amazon.com/gp/profile/amzn1.account.AFROL2EVWRG66IIHSZV6653ITY7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
824,Xbox Series S,Great little GamePass box,"Love the small form factor of the XBOX Series S and the games look great upscaled on my 4K UHD TV set.  TBH, I picked mine up after using GamePass PC for several months and liked it and wanted to access it from a next gen console.  I wanted a Series X but couldn’t get one, so settled for an S.  I can’t pop in one of my old disks from my previous OG Xbox or 360, but most are available on GamePass or as digital purchase anyway.Pros- small and unobtrusive, games look great and even old games have visual and FOS improvements, very quiet, remote play is great, instant access through streaming surprisingly good, you can download games remotely using GamePass app. fast load times, quick resume.Cons - insufficient internal storage (you WILL need an expansion card or external storage after a while), gimped visuals and performance compared to Series X, user interface not intuitive - 360 and PS4 way better, no disk drive so no Blu-Ray movies or physical game disk.Other thoughts- I was using an external USB HDD for a while but new games won’t run from it (old games do).  I eventually decided to spring for the Seagate internal expansion card for $200, so consider this in your cost assessment.  Also exceeded my data limit with Xfinity in February for the first time ever downloading games, so don’t download everything at once.",5.0 out of 5 stars,"March 6, 2022",Savage,https://www.amazon.com/gp/profile/amzn1.account.AF7MARZUNUTNUDOCTPABI2J6XUQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
825,Xbox Series S,Received quicker than expected and in great condition.,This came in ahead of schedule and in perfect condition. My son loves it.,5.0 out of 5 stars,"August 31, 2022",AmberBzz,https://www.amazon.com/gp/profile/amzn1.account.AFLCXXOFL4UIQII4AERLJECWVV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
